171192,NY -New York,USA,,,Consultant,"Accenture Management Consulting - Financial Services - Fraud (AML) Risk Management, Consultant +",us-en,,12/27/2013 14:20,3534,100,9/15/2013 20:36,,Industry Solutions | Services,1,NULL,0
172671,CA - San Francisco,USA,,,Manager,Oracle Financials Manager +,us-en,,12/27/2013 14:20,1131,95.96450617,9/20/2013 17:22,,Bus &amp; Sys Integration Manager,1,NULL,0
173454,NY -New York,USA,,,Senior Manager,Financial Services Industry Finance Transformation Senior Manager+,us-en,,12/27/2013 14:20,1131,100,10/3/2013 23:01,,Industry Solns &amp; Svcs Senior Manager,1,NULL,0
178049,IL - Chicago,USA,,,Manager,Management Consulting Oracle Hyperion Data Integration (FDM/ODI) Manager**,us-en,,12/27/2013 14:20,3131,100,9/15/2013 20:42,,Industry Solutions | Services,1,NULL,0
180376,IL - Chicago,USA,,,Consultant,HR & Talent Management/Cloud Technologies Consultant,us-en,,12/27/2013 14:20,2129,87.69704861,9/15/2013 20:43,,Process Excellence | Change Enablement,1,NULL,0
191430,NY -New York,USA,,,Consultant,Enterprise Architecture Consultants +,us-en,,12/27/2013 14:20,2431,93.15828402,9/15/2013 20:51,,Tech Arch Consultant,1,NULL,0
205350,KS - Overland Park,USA,,,Analyst,QA Tester,us-en,,12/27/2013 14:20,2435,82.68779791,10/15/2013 17:30,,Technology Architecture,1,NULL,0
